names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
Unit 4,Xbox One,"May 24, 2017",76,"Perform impossible tricks, play with your friends and get ready to save the universe. Play as an elite squad of agents with amazing skills in this 4-player cooperative, fast-paced action game where you’ll face off with huge bosses and evils aliens.",7.0,E10+,"Gamera Games, Gamera Interactive","Action, Platformer, 2D"
Skylanders SuperChargers,Xbox One,"September 20, 2015",76,"Skylanders SuperChargers features a brand-new class of heroes, called SuperChargers who are distinct with fresh moves, powerful attacks and all-new weapons.  These SuperChargers also have special in-game abilities that help Portal Masters fight Kaos.  Twenty new SuperChargers character toys and 20 new vehicle toys will be available.",5.2,E10+,Vicarious Visions,"Action, Platformer, 3D"
Plants vs. Zombies: Battle for Neighborville,Xbox One,"October 18, 2019",76,"Welcome to Neighborville, where all is well. Except that a crazy new coniferous conflict between brain-less and botanicals is brewing! What are you gonna do – call the crops? Soil your plants? It’s time to kick some grass in the wackiest shooter experience between plants and zombies yet: Plants vs. Zombies: Battle for Neighborville™.",5.2,E10+,PopCap,"Action, Shooter, Third-Person, Tactical"
The Long Dark,Xbox One,"August 1, 2017",76,"The Long Dark is a thoughtful, exploration-survival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness. Monitor your Condition, search for life-saving supplies, and master survival skills like fire-building, maintaining your gear, hunting, fishing, and landmark-based navigation. There are no zombies -- only you, the cold, and everything Mother Nature can throw at you. The hit Steam Early Access sandbox becomes the first survival game available on Xbox One!",6.7,T,Hinterland,"Simulation, Action Adventure, General, Survival"
EA Sports UFC 2,Xbox One,"March 15, 2016",76,"A new physics-driven hit reaction and knockout system delivers more visceral KOs than before. Every knockout is now unique. Simultaneous two-fighter interaction brings the ground game to life with greater responsiveness and variety. Surprise your opponent with a flying armbar from the clinch, or with a quick transition from a knee bar to a heel hook. Standing submissions and submission chaining have been added.  Add an improved blocking and parrying system to the mix and you have new tools to fend off your opponent’s most devastating attacks.",5.6,T,EA Sports,"Sports, General, Individual, Combat, Boxing / Martial Arts"
Devil May Cry 4: Special Edition,Xbox One,"June 23, 2015",76,"Devil May Cry 4 throws you into a gothic supernatural world, where a new protagonist clashes with a familiar hero. As the new leading man, Nero, you unleash incredible attacks and non-stop combos using a new gameplay mechanic, his powerful ""Devil Bringer"" arm. On the coast of a distant land you'll find the castle town of Fortuna. It is here that the group known as the Order of the Sword practices an elusive religion. They revere the demon warrior Sparda, who as their god fought to protect humans, and are committed to the extermination of all demons. Nero, a young knight from the Order, is tasked with finding Dante, the mysterious assassin who murdered the head of the Order of the Sword. Simultaneously, more demons begin to surface throughout the city. Nero soon comes to discover the motives behind Dante's appearance and the truth behind the intentions of the Order of the Sword.",8.9,M,Capcom,"Fantasy, Action Adventure, General, Linear"
D4: Dark Dreams Don't Die,Xbox One,"September 19, 2014",76,D4 is an episodic murder mystery for the Xbox One where you must use your ability to go back in time to solve the mystery of your wife's murder.,7.2,M,Access Games,"Action, Adventure, General, 3D, Point-and-Click, Modern, Third-Person, Modern"
Batman: The Telltale Series - Episode 5: City of Light,Xbox One,"December 13, 2016",76,"Enter the fractured psyche of Bruce Wayne and discover the powerful and far-reaching consequences of your choices as the Dark Knight. The fate of Bruce Wayne, his dark persona, Batman, and Gotham hang in the balance.",6.9,M,Telltale Games,"Adventure, Point-and-Click"
The LEGO NINJAGO Movie Video Game,Xbox One,"September 22, 2017",76,Find your inner ninja with the Lego Ninjago Movie Video Game. Play as your favorite ninjas to defend Ninjago from the evil Lord Garmadon.,6.8,E10+,TT Games,"Action Adventure, General, Linear"
Dishonored: Definitive Edition,Xbox One,"August 25, 2015",76,"Dishonored, and all of its additional content - Dunwall City Trials, The Knife of Dunwall, The Brigmore Witches and Void Walker's Arsenal.",7.6,M,Arkane Studios,"Action Adventure, General"
Deliver Us The Moon,Xbox One,"April 23, 2020",76,"Deliver Us The Moon is a Sci-Fi thriller set in an apocalyptic near future, where Earth's natural resources are depleted. A lone astronaut is sent to the moon on a critical mission to save humanity from extinction.",7.3,T,KeokeN Interactive,"Adventure, General"
de Blob 2,Xbox One,"February 27, 2018",76,"In de Blob 2 Comrade Black and the Inkies are back with a whole new plot to rid the world of color. With all new help from Papa Blanc and his flock of followers the Blancs, Blob and his friends will have their work cut out for them bringing color back to the citizens of Prisma City. Set off on an action-packed color adventure where custom paints, patterns and music bring the world to life. de Blob 2 is a creative evolution driven by your imagination!",7.3,E10+,Blue Tongue Entertainment,"Action, Platformer, 3D"
The Elder Scrolls Online: Morrowind,Xbox One,"June 6, 2017",76,"Return to Morrowind in the latest expansion for The Elder Scrolls Online on Xbox One. This new chapter puts you face to face with a deadly Daedric threat that puts Morrowind on the verge of destruction. Embark on this epic journey across familiar locations, from volcanic ashlands to mushroom-filled forests. [Xbox.com]",5.9,M,Bethesda Softworks,"Role-Playing, Massively Multiplayer"
Saints Row: The Third Remastered,Xbox One,"May 22, 2020",76,"Experience The Full Package, Remastered. Steelport, the original city of sin, has never looked so good as it drowns in sex, drugs and guns. The Third Street Saints are at the height of power and yours to control. This is your city. These are your rules.",6.7,M,Sperasoft,"Action Adventure, Open-World"
The Disney Afternoon Collection,Xbox One,"April 18, 2017",76,"Starring a cast of Disney characters, The Disney Afternoon Collection takes you back to a golden era of gaming and afternoons filled with adventure. All six classic games feature new and improved visuals and include filtering options that replicate a retro look and feel.",5.8,E10+,"Capcom, Digital Eclipse","Miscellaneous, Compilation"
The Council - Episode 2: Hide and Seek,Xbox One,"May 15, 2018",76,"Louis de Richet is on Lord Mortimer’s island where he is still in search of his mother. Here he has met a collection of the most influential people alive, invited to help reshape the world. His investigation is interrupted by tragic events on the second night in the mansion, meaning Louis must answer to the enigmatic Lord Mortimer. Meanwhile the Spanish head of state joins the guests and brings news that threatens the stability of all of Europe - Louis must pick a side as factions begin to form.",tbd,M,Big Bad Wolf,"Adventure, General"
Strider,Xbox One,"February 19, 2014",76,"Originally released in 1989, Strider remains one of Capcom's most enduring franchises.  The game tells the story of Hiryu, the youngest ever ""Super A"" ranked agent of an elite corps known as the Striders.  Strider Hiryu receives orders to assassinate Grandmaster Meio, supreme dictator of Earth, who has plunged humanity into a dystopian dark age.",7.0,E10+,Double Helix Games,"Fantasy, Action Adventure, General, Fantasy"
Trackmania Turbo,Xbox One,"March 22, 2016",76,"Trackmania Turbo features an easy to learn, hard to master gameplay style that relies on time attack racing in which racers set their own limits and challenges. The gameplay centers on the perfect combination of matchbox car fantasy on a massive scale, focusing on the pursuit of the perfect run around the track. Players test their skills in the campaign mode which includes more than 200 tracks set in four beautiful environments each with their own gameplay style. [Ubisoft]",7.4,E,Nadeo,"Racing, Arcade, Automobile"
WRC 8 FIA World Rally Championship,Xbox One,"September 8, 2019",76,"The most complete and authentic official WRC simulation yet. New physics for all surfaces, a completely redesigned career mode, dynamic weather conditions, 50 teams, 14 countries, 100 tracks, weekly challenges and an eSports mode.",6.3,E,Kylotonn,"Racing, Arcade, Automobile"
World of Tanks,Xbox One,"July 28, 2015",76,"World of Tanks on Xbox One features hundreds of tanks recreated in realistic detail, presented in high-definition. The title also features a number of firsts, including cross-platform gameplay-bridging battles between Xbox 360 and Xbox One players, shared progress and content between the two platforms through a single Xbox Live account, an all-new “Proving Grounds” Player versus Environment (PvE) mode, full social and streaming support offered by the Xbox One platform, and more.",5.8,T,Wargaming.net,"Action, Simulation, Shooter, Vehicle, Third-Person, Combat, Tactical"
Assassin's Creed IV: Black Flag - Freedom Cry,Xbox One,"December 17, 2013",76,"Born a slave, Adewale found freedom aboard the Jackdaw where he became Edward Kenwayâ€™s second-in-command. 15 years later, Adewale has become an Assassin who finds himself shipwrecked in Saint-Domingue without weapons or crew. He meets locals in an effort to assemble a crew & steal a ship. The more he helps, the more he is drawn into the Maroon slave community. Forced to face his past, he sets out to free the slaves & bring death to their captors. Over 3 hours of new single-player game play!",7.1,M,Ubisoft Montreal,"Action Adventure, Historic, Open-World"
Far Cry 4: Valley of the Yetis,Xbox One,"March 10, 2015",76,"Players must explore and survive a valley at the top of the Himalayas in Kyrat after Ajay’s helicopter crashes and leaves him stranded on a dangerous ridge. In order to stay alive, players must capture a camp for shelter and guard it from a mysterious cult. But even if successful against the cult, they must keep a lookout for the fabled and extremely dangerous yetis that populate the territory. [Ubisoft]",7.4,M,Ubisoft Montreal,"Action, Shooter, First-Person, Arcade"
Hyper Light Drifter,Xbox One,"July 26, 2016",76,"Explore a beautiful, vast and ruined world riddled with unknown dangers and lost technologies. Inspired by nightmares and dreams alike.",6.9,T,Heart Machine,"Role-Playing, Action RPG"
The Banner Saga,Xbox One,"January 12, 2016",76,"The Banner Saga is a single player driven Viking saga in which a player’s choice in travel, conversation and combat determines the outcome of her own personal story as well as the survival of an entire civilization.",7.9,T,Stoic,"Role-Playing, General, Strategy, Turn-Based, Tactics"
One Piece: Pirate Warriors 4,Xbox One,"March 27, 2020",76,"The Pirate Warriors are back and bring with them a more explosive story, more environments and even crazier attacks in ONE PIECE: PIRATE WARRIORS 4. Follow Luffy and the Straw Hats from the beginning as they make their journey through different islands and onwards in the hopes of finding the illustrious treasure - the One Piece. Play through some of the most extraordinary areas in the ONE PIECE story and take on memorable foes.

Choose from some of your favorite characters and take on a vast number of enemies through iconic moments from the OnePiece anime. Developed by the masters of the action musou genre, KOEI TECMO GAMES, ONE PIECE Pirate Warriors 4 brings together the excitement from slashing hordes of enemies with the fun and energetic personalities from the One Piece series. Setsail on a new pirate warriors adventure.",5.9,T,Omega Force,"Action, Beat-'Em-Up, 3D"
Dead or Alive 6,Xbox One,"March 1, 2019",76,"DEAD OR ALIVE 6 is a fast-paced 3D fighting game, produced by Koei Tecmo Games, featuring graphics and multi-tiered stages that create a truly entertaining competitive experience. The story follows the events of DEAD OR ALIVE 5, focusing on 2 separate main narratives; namely, the battle between “Ninja and DOATEC” versus “M.I.S.T. lead by Donovan”, and the events that occur during the 6th DEAD OR ALIVE Tournament. New side story episodes will also be added for returning characters. Following the tradition, fights in DEAD OR ALIVE 6 are based on a triangle system: strikes beat throws, throws beat holds, and holds beat strikes. Landing a well-timed attack of the type that beats your opponent’s attack, like landing a strike when an opponent tries to throw, will result in a Hi Counter attack and do more damage.",5.4,M,"Team Ninja, Koei Tecmo Games","Action, Fighting, 3D"
Truberbrook,Xbox One,"April 17, 2019",76,"A sci-fi adventure game in 1960s parallel universe. Assume the role of a young American scientist, Hans Tannhauser who visits a remote village in rural Germany -- or at least, that’s how it seems. But don't fear, instead of getting some rest, you could find yourself having to save the world.",tbd,T,btf,"Adventure, General"
Transformers: Devastation,Xbox One,"October 6, 2015",75,"PlatinumGames' fast-paced action allows instant robot to vehicle attacks, slam downs, counterattacks, and infinite combos for a unique and customizable combat system.",7.5,T,PlatinumGames,"Action, Beat-'Em-Up, 3D"
Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha,Xbox One,"June 9, 2014",75,"Dead Rising 3 has some new downloadable content, and boy is it something else. Styled Super Ultra Dead Rising 3 Arcade Remix Hyper Edition EX Plus Alpha, its an expansion of the Dead Rising 3 universe, starring characters Nick, Annie, Chuck, and Frank... sort of. See, characters in ""Super Ultra..."" are actually cosplayers, dressed in various outfits from the history of other Capcom titles, from Rival Schools to Street Fighter to Dino Crisis. When the characters wear a given costume, they get, more or less, the powers associated with that particular character. So, in costume as Chun-Li from Street Fighter II, Annie gets her famous Flash Kick, whereas dressing up as Mayor Mike Haggar from Final Fight yields his timeless 360 spinning punch.

The point of all this is to team up with up to three buddies and go kick some zombie ass. Levels range from straight-up zombie swatting, to vehicle races, to hostage rescues, to boss fights. Missions generally come strung together in a series, with players scored against each other based on achievements, and and also as a team. Power-ups and weapons abound, and players can build their personal power-up bars by killing zombies, unleashing their special moves once the bar is charged up.

And many zombies will be killed in Super Ultra Dead Rising 3 Arcade Remix Hyper Edition EX Plus Alpha. Many, many, many zombies. In fact, most levels present players with an endlessly respawning supply of the things, and theyre not too much of a threat (assuming you dont act like a complete idiot and get yourself cornered). Unlike its parent game, the point of ""...Plus Alpha"" is not simply to survive against tough odds. Instead, the point is to go crazy with superhero-like powers in a free environment where you can kick tons of butt with your three closest friends.",6.2,M,Capcom Vancouver,"Action, Action Adventure, General, Open-World"
Raiden V,Xbox One,"May 11, 2016",75,"Join the war for Earth's future, where the tide of battle holds constant surprises, in this game that's easy to learn, but difficult to master. Using Xbox One cloud functionality to its fullest, now all players can easily access their data, allowing you and your comrades-in-arms to enter the fray side-by-side. [Xbox.com]",7.8,E,Moss,"Action, Shooter, Shoot-'Em-Up, Vertical"
Destiny,Xbox One,"September 9, 2014",75,"In Destiny (from the creators of Halo) you are a Guardian of the last city on Earth. You are able to wield incredible power. Explore the ancient ruins of our solar system, from the vast dunes of Mars to the lush jungles of Venus. Defeat Earth’s enemies. Reclaim all that we have lost. Become legend. Embark on an epic action adventure with rich cinematic storytelling where you unravel the mysteries of our universe and reclaim what we lost at the fall of our Golden Age. The next evolution of the first-person action genre that promises to provide an unprecedented combination of storytelling, cooperative, competitive, and public gameplay, and personal activities that are all woven into an expansive, persistent online world. Venture out alone or join up with friends. The choice is yours. Personalize and upgrade every aspect of how you look and fight with a nearly limitless combination of armor, weapons, and visual customizations. Take your upgraded character into every mode, including campaign, cooperative, social, public, and competitive multiplayer.",5.5,T,"Bungie Software, Bungie","Shooter, Sci-Fi, Action, Shooter, First-Person, Sci-Fi, Arcade"
The Little Acre,Xbox One,"December 13, 2016",75,"The Little Acre follows the story of Aidan and his daughter, Lily, set in 1950’s Ireland. After discovering clues as to the whereabouts of his missing father, Aidan begins investigating until he inadvertently finds himself transported to a strange new world. Ever the hero, Lily sets off after him, encountering her own perils along the way.",6.9,E10+,"Curve Digital Games, Curve Digital","Action Adventure, Linear"
Full Metal Furies,Xbox One,"January 17, 2018",75,"From the creators of Rogue Legacy comes a ""true-cooperative"" action RPG. FULL METAL FURIES puts an emphasis on team play with a unique combat system where everyone is important. Play on the couch, alone or with friends, or make it an online party for up to four players.",6.0,E10+,Cellar Door Games,"Action, 2D, Beat-'Em-Up"
Battlezone: Gold Edition,Xbox One,"May 1, 2018",75,"The reboot of the 1980s sci-fi tank shooter for a new generation. Battlezone Gold Edition features all additional content ever released for Battlezone, including all tank skins, bobbleheads and horns, as well as the Classic Mode that recreates the look of the arcade original.",tbd,T,Rebellion,"Action, Arcade"
Table Top Racing: World Tour,Xbox One,"March 10, 2017",75,-,5.6,E,Playrise Digital,"Racing, Arcade, Automobile"
Resident Evil: Revelations 2,Xbox One,"March 17, 2015",75,"In Revelations 2, Raid Mode begins with choosing a character, and there are several characters to match all tastes. After that, you'll customize your weapons and skills to prepare for deployment. Raid Mode has been about collecting loot such as weapons, custom parts, and currency; in Revelations 2, you'll also find treasure chests thrown into the mix. Remember, however, your ultimate goal is to find and break the goal emblem at the end of each stage. Raid Mode allows for cooperative play -- including local two-player split-screen. Grab a friend and get ready to shoot your way through this additional mode.",7.9,M,Capcom,"Horror, Action Adventure, Survival"
Kerbal Space Program,Xbox One,"July 15, 2016",75,"Kerbal Space Program puts you in charge of the recently launched space program for a fun & clever alien race – the Kerbals. These little guys are counting on you to build spaceships, rockets & vehicles that can take off & hold on during COOL space travel missions, without hurting them in the process. [Xbox.com]",7.1,E,"Flying Tiger Entertainment Inc., Squad","Simulation, Space, Combat"
Call of Duty: Advanced Warfare - Ascendance,Xbox One,"March 31, 2015",75,"Four brand new multiplayer maps. They are named: Perplex, Site 244, Climate, and Chop Shop. ""Exo Zombies Map 2"" is part 2 of a 4-part unique Zombies experience. After being overrun at the Atlas research facility outbreak, our heroes awaken to find that the infection has spread and mutated the surrounding town. Before they can get any answers, they’ll have to fight their way out. New Bonus Weapons: The OHM directed energy hybrid weapon can switch between an LMG and Shotgun on the fly. Also included is the OHM-Werewolf custom variant.",6.6,M,Sledgehammer Games,"Action, Shooter, First-Person, Arcade"
Sleeping Dogs: Definitive Edition,Xbox One,"October 14, 2014",75,"The Definitive Edition of the critically acclaimed, award winning open-world action adventure, reworked, rebuilt and re-mastered for Xbox One. All 24 previously available DLC extensions from the Xbox 360 version have been integrated into the game, including the story-extending episode Year of the Snake and the horror-themed Nightmare in North Point. Alongside a wealth of new technological, audio and visual improvements, Hong Kong has never felt so alive. A vibrant, neon city teaming with life, Hong Kongs exotic locations and busy streets and markets hide one of the most powerful and dangerous criminal organizations in the world: the notorious Triads. Play as Wei Shen - the highly skilled undercover cop trying to take down the Triads from the inside out. You'll have to prove yourself worthy as you fight your way up the organization, taking part in brutal criminal activities without blowing your cover. Destroy your opponents in brutal hand-to-hand combat using an unmatched martial arts system. Dominate Hong Kongs buzzing streets in thrilling illegal street races and tear it up in explosive firearms action. Sleeping Dogs Hong Kong is the ultimate playground. Undercover, the rules are different.
FEATURES:
-With all previously available content included and a wealth of new improvements, Hong Kong has never felt so alive.
-A mature, gritty undercover cop drama where a wrong decision can blow your cover at any time.
-Explosive action fuelled by a seamless mix of deadly martial arts, intense gunfights and brutal takedowns.
-Epic high-speed thrills: Burn up the streets or tear up the sea in a vast array of exotic cars, superbikes and speedboats.
-Hong Kong is your ultimate playground: Enter illegal street races, gamble on cock fights, or kick back with some karaoke. There are countless ways to entertain yourself in Hong Kong's diverse districts.",7.9,M,United Front Games,"Action Adventure, Modern, Open-World"
NBA Live 19,Xbox One,"September 7, 2018",75,"Create your own player and rise to legend status in THE ONE. Play on different courts across the world, Build Your Squad, and challenge others for global dominance in THE LEAGUE and on THE STREETS. With new ways to develop your player and play the game, experience the most authentic feel NBA LIVE has ever had.",6.9,E,"EA Sports, EA Tiburon","Sports, Team, Basketball, Sim"
Afterparty,Xbox One,"October 29, 2019",75,"In Afterparty, you are Milo and Lola, recently deceased best buds who suddenly find themselves staring down an eternity in Hell. But there’s a loophole: outdrink Satan and he’ll grant you re-entry to Earth. What adventures will you stumble through in the underworld? Every step is up to you. Time to go on the best bender ever, uncover the mystery of why you’ve been damned, and drink the big guy under the table. [Night School]",7.1,M,Night School Studio,"Adventure, General"
Metrico+,Xbox One,"January 20, 2017",75,"Metrico+ is an input-driven game in a world of infographics. All the bar charts, line diagrams and pie charts react to what the player is doing. One bar diagram might grow for every step you walk to the left, while another could decline with every jump you make. You will have to explore Metrico+ and carefully analyze your every move to see how it affects the world, and whether it will get you further. This mechanic is called “Input Morphing” and it makes you think about actions you normally don’t think about. Metrico+ is a combination of exploration, skill, experimentation, but most of all: thinking outside of the box. [Microsoft.com]",tbd,E,Digital Dreams,"Puzzle, Action"
Prison Architect,Xbox One,"July 1, 2016",75,"Will you build and manage a prison to create social order where it’s failed in the past, offering rehabilitation and peaceful coexistence amongst inmates? Will your prison disregard human rights, impose intentional harshness and be devoid of any notions of wellbeing and freedom? The choice is yours.  In Prison Architect you will see the impact of your grand design on the lives of your inmates; be it a utopic center for rehabilitation, a brutal Super Max Prison or anything in between. Even when all of your prisoners’ needs are met, remember one thing - it’s still a prison and no one really wants to be there.",6.8,,"Introversion, Double Eleven","Strategy, General, Management, Business / Tycoon"
Tropico 5 Penultimate Edition,Xbox One,"May 24, 2016",75,"You, as El President, will first take control of the infamous island of Tropico during early colonial times and then guide it through the centuries as the world changes and moves ever forward. You must tackle the changing needs of your people, as well as opposing governments and factions, and thus lay the foundations for your own dynasty.",6.3,T,Kalypso,"Strategy, Management, Government"
Chime Sharp,Xbox One,"February 24, 2017",75,"Arrange pieces, paint the board, make music. Chime Sharp is a sequel to 2009’s Chime, a music puzzle game with an ambient heartbeat. You tessellate shapes to cover a grid, while a beatline reads those shapes as notes. As you cover the board the music builds to a crescendo of your own design.",2.1,E,Chilled Mouse,"Puzzle, General"
Resident Evil 5,Xbox One,"June 28, 2016",75,"The biohazard threat has not ended: Just when it seemed that the menace of Resident Evil had been destroyed, along comes a new terror to send shivers down players' spines. Chris Redfield, returning Resident Evil hero, has followed the path of the evil literally around the globe. After joining a new organization, Chris heads to Africa where the latest bioterrorism threat is literally transforming the people and animals of the city into mindless, maddened creatures. He is joined by a new partner, Sheva Alomar, who lends her strength, intelligence and sharp-shooting skills to the mission. In order to survive, Chris and Sheva must work together to take on the challenges of discovering the truth behind this evil plot. Utilizing a revolutionary new 2-player co-op mode of gameplay, players assume control of either Chris or Sheva and experience Resident Evil in new ways. In Resident Evil 5, Capcom has players fearing the daylight as much as they have feared shadow in previous games.",8.0,M,Capcom,"Action Adventure, Survival"
Call of Duty: Advanced Warfare - Reckoning,Xbox One,"August 4, 2015",75,"Brace yourself for Reckoning, the final DLC pack for Call of Duty: Advanced Warfare. Grapple your way out of ship-fired missile strikes, avoid plasma lamp explosions and boost jump off crumbling glaciers in four all-new MP maps. The conclusion of the Exo Zombies saga: Descent introduces a remote ocean Atlas survival facility, new “fused” zombie enemies, and the Trident Reflected Energy Weapon. Discover the true cause of the global pandemic and the terrible secret that Atlas has been hiding. [Activision]",5.8,,Sledgehammer Games,"Action, Shooter, First-Person, Arcade"
Minecraft: Story Mode - Episode 3: The Last Place You Look,Xbox One,"November 24, 2015",75,"Minecraft: Story Mode is like a playable TV show based on the game, where YOU are the star, and your choices and actions decide how the story is told. You are Jesse, and you and your friends are thrown into an adventure to save the world. While visiting EnderCon, your gang stumbles on something dreadful. Terror is unleashed, and your only hope is to track down the “Order of the Stone”, a fabled group of adventurers who slew the legendary Ender Dragon. But where are they? In a race against time, you will travel across the over-world, through the Nether, to The End, and beyond.",7.1,E10+,Telltale Games,"Action Adventure, Adventure, General, Point-and-Click, Linear"
Batman: The Telltale Series - Episode 4: Guardian of Gotham,Xbox One,"November 22, 2016",75,"Enter the fractured psyche of Bruce Wayne and discover the powerful and far-reaching consequences of your choices as the Dark Knight. The fate of Bruce Wayne, his dark persona, Batman, and Gotham hang in the balance.",5.1,M,Telltale Games,"Adventure, Point-and-Click"
Not A Hero: Super Snazzy Edition,Xbox One,"May 24, 2016",75,"Professional assassin turned amateur campaign manager Steve is charged with cleaning up the city by an anthropomorphic rabbit and mayoral candidate from the future named BunnyLord. Now Steve and his expanding roster of dubious heroes must wield their unique skills to shoot, slide, dive, and take cover behind a political platform built on ethics, accountability, and an inordinate amount of gunfire. Eliminate the criminal underworld of the city’s three major districts and persuade undecided voters to your cause, tackling the issues that matter by putting a gun in the mouth of those issues.",6.9,M,roll7,"Action, Shooter, Shoot-'Em-Up, Horizontal"
Unravel,Xbox One,"February 9, 2016",75,Yarny's mission is to mend broken bonds and the yarn represents the love and connection between people. The player will use Yarny's thread to do things such as swinging across gaps or rappelling down trees. Te game will also challenge gamers to use the thread in clever and creative ways. [Electronic Arts],8.0,E,Coldwood Interactive,"Action, Platformer, 2D"
TT Isle of Man: Ride On The Edge 2,Xbox One,"March 19, 2020",75,"Without a shadow of a doubt it is one of the most dangerous motorbike races in the world. In TT Isle of Man – Ride On the Edge 2, you prove your worth in different championships before setting out to conquer the Snaefell Mountain Course, a 60 km-long track with both winding and straight sections that will push your riding skills to the limit. TT 2 features 17 additional tracks, 18 different motorbikes including classic models, and the official riders. And now it’s more realistic than ever, thanks to entirely revamped physics and faithfully reproduced rider movements. Fine-tune your motorbike, upgrade its performance and monitor its data in real time so you can stay competitive. TT2 also offers a brand-new open world, a biker's paradise where you can test your bike settings and gain the experience you'll need to win the TT Isle of Man title!",7.2,E,KT Racing,"Racing, Arcade, Automobile"
Darksiders II: Deathinitive Edition,Xbox One,"October 30, 2015",75,"Darksiders II follows the actions of Death, one of the four horsemen of the Apocalypse, in a tale that runs parallel to the events in the original Darksiders game. This journey propels Death across an expansive game world as he tries to redeem his brother, War, the horseman blamed for prematurely starting the Apocalypse in Darksiders.",7.3,M,"Gunfire Games, Kaiko","Action Adventure, Open-World"
Wolfenstein: The Old Blood,Xbox One,"May 5, 2015",75,"It's 1946 and the Nazis are on the verge of winning WWII. In attmepting to turn the tide in the allies’ favor, B.J. Blazkowicz has to embark on an epic, two-part mission deep within Bavaria… Part one of Wolfenstein: The Old Blood - Rudi Jäger and the Den of Wolves - pits BJ Blazkowicz against a notorious prison warden as he breaks into Castle Wolfenstein in an attempt to steal the coordinates to General Deathshead’s compound. In the second part – The Dark Secrets of Helga Von Schabbs – our hero's search for the coordinates leads him to the city of Wulfburg where an obsessed Nazi archaeologist is exhuming enigmatic artifacts that threaten to unleash a dark and ancient power.",7.8,M,MachineGames,"Action, Shooter, First-Person, Arcade"
Strange Brigade,Xbox One,"August 28, 2018",75,"Egypt, the 1930's. Erased from ancient history and buried in a nameless tomb for 4,000 years, Seteki the Witch Queen has risen once again. Only one troop of daring heroes can stand against the fearsome power of Seteki and her army of mummified monstrosities: The Strange Brigade!

Explore remarkable ruins, solve perilous puzzles and uncover tantalising treasure while blasting your way through an array of undead enemies in thrilling third-person action that's certain to bring out your inner adventurer!",6.3,T,Rebellion,"Action, Shooter, Third-Person, Arcade"
Tempest 4000,Xbox One,"July 17, 2018",75,"Tempest 4000 is a visually stunning, action-packed tube shooter based on the classic hit arcade game Tempest.",6.8,E,Llamasoft,"Action, Shooter, Shoot-'Em-Up, Top-Down"
Code Vein,Xbox One,"September 27, 2019",75,"In the not too distant future, a mysterious disaster has brought collapse to the world as we know it. Towering skyscrapers, once symbols of prosperity, are now lifeless graves of humanity's past pierced by the Thorns of Judgment. At the center of the destruction lies a hidden society of Revenants called Vein. This final stronghold is where the remaining few fight to survive, blessed with Gifts of power in exchange for their memories and a thirst for blood. Give into the bloodlust fully and risk becoming one of the Lost, fiendish ghouls devoid of any remaining humanity. Wandering aimlessly in search of blood, the Lost will stop at nothing to satisfy their hunger. Team up and embark on a journey to the ends of hell to unlock your past and escape your living nightmare in Code Vein.",7.6,M,Bandai Namco Games,"Role-Playing, Action RPG"
Need for Speed: Rivals,Xbox One,"November 22, 2013",75,"Need for Speed Rivals inserts gamers behind the wheel of both sides of the thin blue line, daring them to cross that line as either a cop or racer in order to gain any advantage in the street’s ultimate rivalry. Players decide between two distinct career experiences, each with its own set of high-stakes challenges, rewards, pursuit tech and cars. The intensity of the action is enhanced as a result of AllDrive, a feature that destroys the line between single player, co-op and multiplayer. Through AllDrive, friends are connected to one racing world where their races and chases can collide at any time.",5.7,,-,-
Worms W.M.D,Xbox One,"August 23, 2016",75,"With a hand-drawn 2D look, brand new weapons, the introduction of crafting, vehicles and buildings plus the return of some classic weapons and gameplay, Worms W.M.D is back.",6.7,E10+,Team17,"Strategy, Turn-Based, Artillery"
Void Bastards,Xbox One,"May 29, 2019",75,"Inspired by BioShock and System Shock 2, Void Bastards is a new strategy-shooter that will test your wits as well as exercise your aim. Can you lead the misfit prisoners of the Void Ark through the derelict spaceships and myriad dangers of the Sargasso Nebula?",7.6,M,Blue Manchu,"Action, Shooter, First-Person, Arcade"
Far Cry New Dawn,Xbox One,"February 15, 2019",75,"Seventeen years after a nuclear doomsday, Hope County, Montana, has changed in unexpected ways. Nuclear winter has given way to a ""superbloom,"" creating a lush, colourful landscape that survivors have begun to re-populate with makeshift buildings. It's a lawless frontier where people are struggling to get by - and you'll be able to experience it all with a friend in co-op, or on your own as a lone gunslinger. After living through the apocalypse, the survivors in Hope County now face a new threat: the nihilistic Highwaymen, vicious scavengers intent on bleeding the county dry. When the survivors put out a call for help to combat this deadly threat, you are quickly thrust into the middle of a new battle for the future of Hope County. Since the nuclear apocalypse, survivors have been piecing their shelter, tools, and weapons together from the broken remnants of the old world. The results may look ramshackle, but they'll keep you alive in a fight. Your Homebase will let you construct powerful weapons and vehicles, giving you more options than ever for explosive, over-the-top action. When anything and everything can happen, it is never too much to have someone watching your back. Whether it's Hurk, a boar, or whoever you want, you can recruit an eclectic cast of Guns and Fangs for Hire to fight by your side. You can even play with a friend in co-op.",3.9,M,Ubisoft Montreal,"Action, Shooter, First-Person, Arcade"
