names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
The Council - Episode 1: The Mad Ones,PlayStation 4,"March 13, 2018",75,"The Council is an episodic game like no other. Delivering a fresh take on the narrative adventure, your choices and character growth truly matter.",7.4,M,Big Bad Wolf,"Adventure, General"
Graceful Explosion Machine,PlayStation 4,"August 8, 2017",75,"Skillfully pilot the Graceful Explosion Machine, a fighter ship armed with a ludicrously overpowered quad-weapon array! Lost in deep space, you'll shoot, dash and combo your way through jewel-hued alien worlds, fighting crystalline enemies to find a way home. The GEM fighter is the most advanced single pilot fighter in the galaxy, offering precise controls, nimble movement, and devastating firepower.

-A blisteringly intense side-scrolling arcade shooter experience
-The quad-weapon array gives the player four unique and devastatingly powerful weapons at all times
-30+ levels across 4 unique worlds
-Visuals bursting with vibrant color, bold lines, and geometric enemy designs
-Analogue and digital synthesizer driven soundtrack
-Extensive ranking and stats for each level encourages replay to perfect the game's combo systems
-Score attack mode: a finely-tuned experience for wracking up big scores!",tbd,E,Vertex Pop,"Action, Shooter, Shoot-'Em-Up, Horizontal"
Last Day of June,PlayStation 4,"August 31, 2017",75,"Join Carl and June on what begins as a magical outing to their favorite spot, and try to unlock the sequence of events that could save the day — and June’s life — in this cinematic experience that will compel you to ask yourself: “What would I do to save the one I love?”",7.3,E,Ovosonico,"Adventure, General, 3D, Third-Person"
Fate/Extella Link,PlayStation 4,"March 19, 2019",75,"Combatants from fate Universes join the fray - in addition to the 16 original servants from fate/EXTELLA: the umbral Star, characters from other fate series will enter battle as playable servants",6.7,T,"Marvelous Inc., Marvelous First Studio","Action, Beat-'Em-Up, 3D"
Below,PlayStation 4,"April 7, 2020",75,"Below is a classic rogue tale with moody graphics and Kinect technology. You'll scour the open world in search of rare and special loot while battling the malevolent Darkness, an AI-controlled character which uses Kinect to sense and change level progression based on the rooms surroundings.",4.4,T,Capy Games,"Action, General"
Dragon Star Varnir,PlayStation 4,"June 11, 2019",75,"Fight enemies midair in a unique, vertically-oriented battle system. Strategically position your party at different tiers to attack and disable the enemy’s skills, one level at a time. Perform enough attacks to unleash the dragon within, transforming each character to unlock devastating skills and newfound strength during battle. Weaken an enemy dragon to devour its element! When the element is pierced into a character, they can absorb that dragon’s skill tree. But at what cost…?",7.1,T,Compile Heart,"Role-Playing, Action Adventure, General, Japanese-Style"
Atelier Ryza: Ever Darkness & the Secret Hideout,PlayStation 4,"October 29, 2019",75,"The beautiful role-playing game follows the exploits of teenage tomboy Ryza, who dreams of escaping her mundane village lifestyle, alongside her band of mischievous friends. One day, as they explore a forbidden island in search of adventure, they meet an elderly magician who will change their lives forever.",7.9,T,Gust,"General, Role-Playing, Japanese-Style"
Labyrinth of Refrain: Coven of Dusk,PlayStation 4,"September 18, 2018",75,"Become the living book, Tractatus de Monstrum, and command a brigade of puppet soldiers as you navigate the twisting passageways of the labyrinth of Refrain.

When at your base, prepare for your journey by upgrading your brigade! Create new puppet soldiers, assign them different squads and formations, synthesize better equipment, take requests from townsfolk, and get assistance from Dronya in the form of Witch Petitions.

Once you've entered the labyrinth, be sure to search every nook and cranny as you jump over barricades, solve puzzles, and smash your way through walls to delve further and further downward in search of treasure and rare artefacts. But be careful, the more riches you obtain, the more vicious the dungeon becomes. Can you survive long enough to bring your haul back?

Fight past terrifying monsters by giving orders to your puppet brigade. Change their formation, use special skills, or call for an all out attack! The battles you face will be challenging, so your success depends on your preparation and your strategy.",7.0,M,Nippon Ichi Software,"Role-Playing, Japanese-Style"
Ken Follett's The Pillars of the Earth,PlayStation 4,"September 12, 2017",75,"Based on Ken Follett’s world-bestseller, The Pillars of the Earth retells the story of the village of Kingsbridge in a whole new way. Play as Jack, Aliena, and Philip and change the events of the book through exploration, decision-making and dialogues.",7.3,M,Kalypso,"Adventure, Visual Novel"
Utawarerumono: Mask of Truth,PlayStation 4,"September 5, 2017",75,"Forced to flee Yamato’s idyllic Imperial Capital, Haku and his friends now seek safety in the rural nation of Ennakamuy, only to find that nowhere is truly safe from the dark conspiracies they uncovered together.",8.4,M,Aqua Plus,"Strategy, Turn-Based, General"
Ittle Dew 2,PlayStation 4,"November 15, 2016",75,"Ittle and Tippsie crash onto yet another island filled with loot, puzzles, and mysterious inhabitants. With the help of a magical map, they set out to steal eight pieces of a raft from increasingly improbable locations including beaches, prairies, an art exhibit, and some dude’s basement. [Playstation.com]",6.0,E10+,Ludosity Interactive,"Role-Playing, Action Adventure, General, Action RPG"
Shantae and the Pirate's Curse,PlayStation 4,"April 9, 2016",75,"Embark on a brand new adventure which teams Shantae with her arch nemesis, Risky Boots! When a curse falls upon Sequin Land, Risky Boots and Shantae must join forces to battle unimaginable evil. Shantae must give up her job as Scuttle Towns ""Guardian Genie"" and become a pirate if she hopes to get her magic back and save the day. As a pirate, Shantae gains new weapons and tools to advance her quest and power through monsters!

*    Flintlock Pistol (blast enemies and switches from afar)
*    Pirate Hat (glide on the wind using this enormous headwear)
*    Risky's Boots (run at super speeds! Chain your attacks as you dash through enemies & over lava)
*    Cannon (blast yourself into the air on a belch of black powder)

Core Gameplay Components:

*    Whipping! Destroy monsters, topple bosses, and solve puzzles with your hair
*    Platforming! Run and jump through deviously designed levels
*    Exploring! Navigate a world of interconnected levels and Labyrinths
*    Belly Dancing! Dance with your Magic Lamp to suck up magic and items
*    Customizing! Earn new abilities, unlock stat-boosting artifacts, magic & costumes
*    Storytelling! Flirtatious characters and wonderfully off-beat humor",7.5,T,WayForward,"Action, Platformer, 2D"
The Room VR: A Dark Matter,PlayStation 4,"March 26, 2020",75,"The British Institute of Archaeology, London, 1908: The disappearance of an esteemed Egyptologist prompts a Police investigation into the unknown. Explore cryptic locations, examine fantastic gadgets and uncover an otherworldly discovery which blurs the line between reality and illusion. Designed from the ground up for the unique capabilities of virtual reality, players can inhabit the spine-tingling world of The Room and interact with its strange contraptions in this compelling new chapter.",5.5,,Fireproof Games,"Adventure, 3D, First-Person"
Stick it to the Man!,PlayStation 4,"May 6, 2014",75,"Meet Ray, he lives in a world where everything is made out of paper and stickers. One day he has an accident and wakes up with a giant pink spaghetti arm sticking out of his brain. This gives him awesome powers and he can suddenly change the world around him by folding it, tearing it, pulling stickers off and sticking them elsewhere! And if that weren't enough, Ray can also read peoples minds! Digging into the brains of his fellow citizens, Ray can hear their thoughts and use that to his advantage. Unfortunately, Ray doesn't have much time to get to grips with his new abilities. He is framed by 'The Man' with a crime he didn't commit, and is on the run. Can you help to get Ray out of this sticky situation?",6.7,T,Zoink!,"Action, Platformer, 3D"
Crossing Souls,PlayStation 4,"February 13, 2018",75,It’s 1986 in California. A group of friends discover a mysterious pink stone that allows to travel between two realms. This gang will live the summer of their lives in an adventure that will get them involved in a government conspiracy. Control five kids with specials skills while fighting and solving puzzles.,7.2,T,Fourattic,"Action Adventure, General"
Patapon 2 Remastered,PlayStation 4,"January 30, 2020",75,"The story of the Patapon tribe marches forth as they hunt for the fabled Earthend. Shipwrecked in a new and strange continent the Patapon are depending on you, their god, to lead them safely through this perilous new land. As you guide the tribe through this new world with your mystical drum, they will come face to face with a new tribe, encounter a mysterious and mighty Hero Patapon and uncover the ruins of Patapolis, a mystical place long spoken of by the Patapon. All-new modes to Patapon 2 include thrilling multiplayer stages, a huge array of missions and deep tutorials that will have you drumming to the beat of the Patapon in no time. Head to patapon-game.com for the captivating mini-game, The Art Of War, where the goal is to collect as many Patapon characters as you can and then immortalise your battle with the Patapon Wallpaper creator. Lead your loyal followers through 60 rhythmic stages. Keep the beat going with tons of hidden items and mini-games to reveal. Drum along with friends and tackle multiplayer missions.",7.1,E,SCE Japan Studio,"Action, General"
The Evil Within,PlayStation 4,"October 14, 2014",75,"While investigating the scene of a gruesome mass murder, Detective Sebastian Castellanos and his partners encounter a menacing and powerful force. After witnessing the slaughter of fellow officers, Sebastian is ambushed and knocked unconscious. When he awakens, he finds himself in a deranged world where hideous creatures wander among the dead. Facing unimaginable terror, and fighting for survival, Sebastian embarks on a daunting journey to unravel that which is behind this evil force.",7.5,M,Tango Gameworks,"Horror, Action Adventure, Horror, Survival"
The Elder Scrolls Online: Morrowind,PlayStation 4,"June 6, 2017",75,"Return to Morrowind in this new chapter of the online role-playing series, The Elder Scrolls Online. Morrowind is on the verge of destruction, and it's up to you to save it from a deadly Daedric threat. Embark on a dangerous journey through legendary locales, from volcanic ashlands to mushroom-filled forests. Includes The Elder Scrolls Online: Tamriel Unlimited, the first game of the acclaimed series.",6.1,M,Bethesda Softworks,"Role-Playing, Massively Multiplayer"
RIVE,PlayStation 4,"September 13, 2016",75,"Rive is a metal-wrecking, robot-hacking shooter. This 360-degree shooter/platformer hybrid lets you choreograph a dance of destruction during an insane sequence of spectacular battles and set pieces. Rive feels like the explosive games of yore, pumping megapixels in true 21st century style. [Playstation.com]",7.2,E10+,Two Tribes,"Action, Platformer, 2D"
Resident Evil: Revelations 2 - Episode 1: Penal Colony,PlayStation 4,"February 24, 2015",75,"The first episode is entitled Penal Colony. Claire Redfield, one of the only survivors of the Raccoon City incident of 1998, has since joined an NGO called Terra Save, whose mission is to assist victims of biological weaponry. During an event at Terra Save’s HQ, a mysterious force abducts Claire and her co-workers and moves them to a creepy deserted island.",7.3,M,Capcom,"Action Adventure, Survival"
Concrete Genie,PlayStation 4,"October 8, 2019",75,"Life is tough for young Ash -- isolated and bullied, it's only in the discovery that he can bring his paintings to life that things become so much... brighter. And with the small fishing town of Denska now polluted and abandoned, only Ash has the power to cleanse the streets and alleyways with beautiful, living artwork.

Use the Dualshock 4 wireless controller's motion sensor function to effortlessly paint stunning landscapes and bring unique creatures to life in this colourful and gorgeous action adventure -- and help bring a little light not only to Ash's life, but a whole town in the process.",8.3,E10+,Pixel Opus,"Adventure, 3D, Third-Person"
Persona Dancing: Endless Night Collection,PlayStation 4,"December 4, 2018",75,Jam out to all your favorite Persona music with both Persona 3: Dancing in Moonlight and Persona 5: Dancing in Starlight in an exclusive collector's box featuring character art by Shigenori Soejima.,6.8,T,Atlus,"Miscellaneous, Compilation"
Valentino Rossi The Game,PlayStation 4,"June 17, 2016",75,"A videogame entirely dedicated to the career of Valentino Rossi, the 9 time World Champion. Experience the career of Valentino from his perspective in a series of 20 challenges from his first race in 1996 up to 2015. Jump into a new career starting at the VR|46 Academy and taking you up to World Champion. During the championship, Valentino will ask you to take part in different events like drifting, flat, R1M-only races, and rally in order to improve his abilities.",7.4,E,"Milestone, Milestone S.r.l","Racing, Simulation, Automobile"
Star Trek: Bridge Crew,PlayStation 4,"May 30, 2017",75,"Developed specifically for VR, Star Trek: Bridge Crew is the only game to offer a true-to-life level of immersion in the Star Trek universe, where- as officers of the Federation- every action and decision you make together will determine the fate of your ship and crew.",7.0,E10+,"Ubisoft, Red Storm Entertainment","Action Adventure, General"
Attack on Titan 2,PlayStation 4,"March 20, 2018",75,"Based on the anime series and building on the fast-paced action the series is famous for, ATTACK ON TITAN 2 is the sequel to 2016's action game and features new gameplay mechanics. Players once again don the renowned Omni-Directional Manoeuver Gear as they fight and repel the fearsome Titans that threaten humanity, to restore peace within the walls.",7.3,M,Omega Force,"Action, General"
Tokyo Xanadu eX+,PlayStation 4,"December 8, 2017",75,"Tokyo Xanadu eX+ a massive action RPG. When high school student Kou Tokisaka encounters the nightmare realm known as the Eclipse, his world is forever changed.",7.8,T,Falcom,"Role-Playing, Action RPG"
Push Me Pull You,PlayStation 4,"May 3, 2016",75,"Push Me Pull You is a four-player videogame about friendship and wrestling. Joined at the waist, you and your partner share a single worm-like body and must wrestle the other sports-monster for control of the ball. It’s a bit like a big hug, or playing soccer with your small intestines. With every action affecting both you and your partner (and mandatory shouting) PMPY combines the best parts of 2v2 local multiplayer with the worst parts of your last breakup.",6.6,E,House House,"Sports, General"
Utawarerumono: Prelude to the Fallen,PlayStation 4,"May 26, 2020",75,"Prelude to the Fallen follows the story of a young man with no memories who awakens in a strange world, and is taken in by a tribe of kindhearted villagers. He is raised as one of their own, eventually receiving the name ""Hakuowlo."" When neighboring nations begin to encroach on his village, Hakuoro rises up against the tyrannical invaders, setting off on an unforgettable journey that lives on in the songs of legend.",5.6,M,Aqua Plus,"General, Strategy, Turn-Based, Tactics"
Ys: Memories of Celceta,PlayStation 4,"June 9, 2020",75,"In Ys: Memories of Celceta, developer Falcom revisits the land and characters of Japanese cult favorite Ys IV for its first ever North American debut. This re-envisioning of the fourth installment in the Ys series takes a brand new approach, changing and framing the story of Ys IV within an all-new tale of conspiracy, deception and mystery. Featuring an updated version of the party-based battle system from Ys Seven, as well as the largest and most varied overworld in series history, Ys: Memories of Celceta brings a greater sense of adventure to the Ys universe than has ever been seen before.",7.3,,Falcom,"Role-Playing, Action RPG"
Game of Thrones: Episode Six - The Ice Dragon,PlayStation 4,"November 17, 2015",75,"Your chronicle is about to come to a conclusion. With House Whitehill tightening its grip on Ironrath at the behest of Ramsay Bolton, the remaining Forresters need to give their all to save the family, whether through diplomacy, subterfuge, or violent force. In the frozen wilds beyond The Wall, Gared learns the secrets of the mysterious North Grove, and Mira discovers that political games in a King's Landing controlled by Cersei Lannister often involve the highest stakes of all. What is the fate of House Forrester? When you play the Game of Thrones, you win or you die. Your choices, your story: you decide. [Telltale Games]",6.7,M,Telltale Games,"Action, General, Adventure, Point-and-Click"
The Ninja Saviors: Return of the Warriors,PlayStation 4,"October 15, 2019",75,"The Ninja Saviors: Return of the Warriors is a reboot of the 90s Super Nintendo hit ""The Ninja Warriors Again"" by TAITO. The classic 2D sidescrolling Beat 'Em Up has been enhanced with higher level graphics, 2 new playable characters, re-recorded soundtrack, two player local co-op and more.",6.6,T,NATSUME ATARI Inc.,"Action, Beat-'Em-Up, 2D"
My Time At Portia,PlayStation 4,"April 16, 2019",75,"Embark on a new life in the enchanting town of Portia! Restore your Pa’s neglected workshop to its former glory by fulfilling commissions, growing crops, raising animals, and befriending the quirky inhabitants of this charming post-apocalyptic land.",5.1,E10+,Pathea Games,"Simulation, Virtual, Virtual Life"
Hotline Miami 2: Wrong Number,PlayStation 4,"March 10, 2015",75,"A brutal conclusion to the gruesome saga, Hotline Miami 2: Wrong Number follows the escalating level of violence through multiple factions born from the events of the original game and driven by uncertain motivations. Step into the murderous mind of several distinct characters - each with their own motivations and methods of execution -- as storylines intersect and reality slips away into a haze of neon and carnage. Blistering combat, an unmistakable visual style, and a powerfully intense soundtrack will once again push you to the limit and questioning your own thirst for blood.",7.6,M,Dennaton,"General, Action, Action Adventure, General, Linear"
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PlayStation 4,"March 26, 2019",75,,7.2,,"Telltale Games, Skybound Games","Adventure, Point-and-Click"
The Evil Within: The Consequence,PlayStation 4,"April 21, 2015",75,"This is the final installment of a two-part, story driven experience where players take on the role of detective Juli Kidman, Sebastian Castellanos’ mysterious partner, in a concurrent story that looks to answer some of the questions surrounding her whereabouts during The Evil Within. Along the way she will encounter disturbing new enemies, discover new mysteries, and uncover new horrors.",7.8,,Tango Gameworks,"Action Adventure, Survival"
Marvel's Spider-Man: Silver Lining,PlayStation 4,"December 21, 2018",75,The conclusion of the three-part DLC series.,7.0,T,Insomniac Games,"Action Adventure, Open-World"
Shenmue I & II,PlayStation 4,"August 21, 2018",75,"A tale of revenge.

In 1986, teenage jujitsu artist Ryo Hazuki returns to the dojo of his father, Iwao Hazuki, only to witness his murder by a Chinese man, Lan Di. Lan Di steals a mysterious artifact known as the Dragon Mirror. Ryo vows to avenge his father's death and sets out tracing Lan Di's path.

The first game in the series, Shenmue begins the tale as Ryo travels around Yokosuka, Japan, gathering clues about his father's murder and dealing with nefarious gangsters along the way.

The sequel Shenmue II continues Ryo's quest, this time crossing the sea to Hong Kong, China. Ryo ventures deeper into the criminal underworld, meeting martial arts masters who aid him on his journey and offer insight into his father's death, and unravels the mysteries of the Dragon Mirror that his father kept hidden.

Gameplay:

* Take the role of Ryo Hazuki.

* Explore a 3D open world searching for clues, examining objects, and talking to NPCs.
* Battle enemies and bosses making full use of the moves of Hazuki-style jujitsu.
* Beat quick-time events (QTEs) and mini-games.

Key features:

The best Shenmue experience

Pioneering Dreamcast classics available for the first time on PC
Updated user interface
Choice of modern or classic controls
Japanese audio available for the first time for a global audience
Fully scalable screen resolutions

An epic legend
A tale of revenge on a grand scale
Solve the mystery of your father's murder
An experience never to be forgotten

The world feels alive
Talk to anyone, scour the world for clues
NPCs live independent lives on their own schedule
Faithful recreations of 1980s Japan and Hong Kong, China
Distract yourself with arcade games, collectibles, duck racing, and more",8.3,T,"Sega, d3t Ltd","Miscellaneous, Compilation"
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,PlayStation 4,"March 17, 2015",75,"Resident Evil Revelations 2 - Episode 1 required; sold separately. Xbox Live free membership required. Xbox Live Gold membership required for multiplayer features. Episode Four: Metamorphosis Claire and Moira make for the tower's top floor and a final confrontation with the Overseer. Will they survive and escape the island? Meanwhile, having learned of his daughter's fate, Barry prepares for the final confrontation, to keep Natalia from harm and have his revenge. Two timelines collide in this nail-biting final chapter.
*Additional Raid Mode characters and stages included.
*Episode One required to play.",6.9,M,Capcom,"Action Adventure, Survival"
Unmechanical: Extended Edition,PlayStation 4,"February 10, 2015",75,"Explore the non-linear levels at your own pace, many of which will require some out-of-the-box thinking and the process of trying to find the solution is just as important as progressing the story.",6.5,E,Grip Games,"Action, Puzzle, General, Platformer, 2D"
Observation,PlayStation 4,"May 21, 2019",75,"Observation is a sci-fi thriller uncovering what happened to Dr. Emma Fisher, and the crew of her mission, through the lens of the station’s artificial intelligence S.A.M. Players assume the role of S.A.M. by operating the station’s control systems, cameras, and tools to assist Emma in discovering what is happening to the station, the vanished crew, and S.A.M. himself.",6.4,M,No Code,"Adventure, General"
Attack on Titan 2: Final Battle,PlayStation 4,"July 5, 2019",75,Battle through the gripping narrative of Season 1 and 2 of the anime from a new perspective! Players can also enjoy original stories supervised by series creator Hajime Isayama.,5.1,M,Omega Force,"Action, General"
Saints Row: The Third Remastered,PlayStation 4,"May 22, 2020",75,"Experience The Full Package, Remastered. Steelport, the original city of sin, has never looked so good as it drowns in sex, drugs and guns. The Third Street Saints are at the height of power and yours to control. This is your city. These are your rules.",6.5,M,Sperasoft,"Action Adventure, Open-World"
The Gardens Between,PlayStation 4,"September 20, 2018",75,"The Gardens Between is a surreal puzzle adventure that follows best friends, Arina and Frendt, as they fall into a mysterious world of beautiful garden islands. Manipulate time to solve puzzles and discover the secrets of each island.",4.8,E,The Voxel Agents,"Adventure, General"
Reus,PlayStation 4,"October 11, 2016",75,"In Reus, you control powerful giants that help you shape the planet to your will. You can create mountains and oceans, forests and more. Enrich your planet with plants, minerals and animal life. There is only one thing on the planet that you do not control: mankind, with all their virtues and and all their vices. You can shape their world, but not their will. Provide for them and they may thrive. Give them too much, and their greed may gain the upper hand.",4.1,E10+,Soedesco,"Strategy, General"
Resident Evil: Revelations 2,PlayStation 4,"March 17, 2015",75,"In Revelations 2, Raid Mode begins with choosing a character, and there are several characters to match all tastes. After that, you'll customize your weapons and skills to prepare for deployment. Raid Mode has been about collecting loot such as weapons, custom parts, and currency; in Revelations 2, you'll also find treasure chests thrown into the mix. Remember, however, your ultimate goal is to find and break the goal emblem at the end of each stage. Raid Mode allows for cooperative play -- including local two-player split-screen. Grab a friend and get ready to shoot your way through this additional mode.",7.7,M,Capcom,"Horror, Action Adventure, Survival"
Dead or Alive 5 Last Round,PlayStation 4,"February 17, 2015",74,"2 new playable characters join the fray to make 34 fighters - the largest roster in franchise history. Master the signature DOA fighting system through the textured story and tutorial modes, unlock more costumes than ever before in each of the offline training modes, and compete with the best fighters in the world in the online training modes. Fight as ninjas, assassins, roughnecks & wrestlers as you knock your opponents off an exotic waterfall, into an exploding oil rig and more.",7.3,M,Team Ninja,"Action, Fighting, 3D"
Anomaly 2,PlayStation 4,"September 16, 2014",74,"In the years following the invasion of Earth in 2018, the planet is overrun by alien machines. Humankind is on the verge of extinction. Banded together in huge convoys, they search the frozen tundra for food and supplies. Since the war, the roles have been reversed: now our species seems to be the Anomaly on a machine-controlled planet. Your convoy, Commander, is called Yukon.",6.9,T,11 bit studios,"Strategy, Real-Time, Sci-Fi, General"
Lara Croft and the Temple of Osiris,PlayStation 4,"December 9, 2014",74,"Lara Croft and the Temple of Osiris is the sequel to Lara Croft and the Guardian of Light. In her new adventure, Lara Croft travels to Egypt and realized she must join forces with rival treasure hunter Carter Bell and imprisoned gods Horus and Isis to defeat the evil god Set. Featuring a 4-player co-op story, players must work together to explore the temple, defeat hordes of enemies from the Egyptian underworld, solve devious puzzles, and avoid deadly traps. At the same time, players compete for treasure, powerful artifacts, and ultimate bragging rights.",6.4,T,Nixxes Software,"Action, Action Adventure, Platformer, Linear, 2D"
Batman: Arkham VR,PlayStation 4,"October 11, 2016",74,"Batman: Arkham VR is a new Batman story set in the Arkham universe and exclusive to PlayStation VR. For the first time in a Rocksteady Arkham story, Batman: Arkham VR offers players the chance to feel that unique sense of presence in these legendary locations through virtual reality. [Rocksteady]",7.3,M,Rocksteady Studios,"Action, General"
Dead Nation: Apocalypse Edition,PlayStation 4,"March 4, 2014",74,"Groan your way through the zombie apocalypse as hit arcade shooter Dead Nation shuffles onto PS4. Fight for your life alone or with a friend as Jack McReady or Scarlett Blake as you step onto the streets of a city overrunwith undead flesh-eaters. And, if you’re feeling really brave, take a walk down the Road of Devastation – a deadly experiment that pushes your survival skills to the absolute limit as you face hordes of zombies with no extra lives and no second chances. [Playstation.com]",7.1,M,Sony Interactive Entertainment,"Action, Shooter, Third-Person, Shoot-'Em-Up, Modern, Top-Down"
Romancing SaGa 3,PlayStation 4,"November 11, 2019",74,"Originally released in 1995 for the Super Famicom (the Japanese name for the Super Nintendo Entertainment System) Romancing SaGa 3 is one of the greatest adventures of its time.

It was developed by some of the biggest names in RPG development, including the legendary Akitoshi Kawazu, director of Romancing SaGa, SaGa Frontier and THE FINAL FANTASY LEGEND.

You pick a lead character from eight unique heroes, and recruit additional members to your party as the adventure continues. You'll be able to take up to six characters into battle at a time, and engage in tactical turn-based combat against some truly fearsome foes.

This new remastered version of the game features absolutely beautiful HD visuals with newly drawn art and entirely new pictures, all created by illustrator Tomomi Kobayashi - famed for her work on the SaGa series.

It also adds a new dungeon to explore and battle in, new scenarios and a new game+ feature.",6.0,T,Square Enix,"Role-Playing, Japanese-Style"
LEGO DC Super-Villains,PlayStation 4,"October 16, 2018",74,Players have the ability to create and play as an all-new Super-Villain throughout the game. Set in an expansive open world experience within the DC universe. It's up to you and a crazy group of misfits to uncover the intentions of earth's new wannabe superheroes.,7.1,E10+,TT Games,"Action Adventure, General"
Call of Duty: Black Ops III - Eclipse,PlayStation 4,"April 19, 2016",74,"In the latest episode of the Zombies experience, the Origins characters head to 'Zetsubou No Shima', a tropical island where experiments with Element 115 have created horrors beyond belief. Battle your way through four stunning Black Ops III Multiplayer environments: Spire, Knockout, Verge and Rift.",3.6,,Treyarch,"Action, Shooter, First-Person, Arcade"
Everybody's Golf VR,PlayStation 4,"May 21, 2019",74,"Step on to the course like never before in the most immersive Everybody’s Golf experience yet! Swing for the flag with your PS Move motion controller or DualShock 4 wireless controller. Play through three incredible courses, practice your putting on the green, or tee off at the driving range to perfect your swing.",7.8,E,Clap Hanz,"Sports, Individual, Golf, Arcade"
Adventures of Pip,PlayStation 4,"August 18, 2015",74,"Adventures of Pip, is an action-platformer with a frsh gameplay twist inside a retro 32-bit world. Alas, Pip is an unlikely 1-pixel hero yet has the unique ability to absorb the pixels of his defeated enemies to evolve into three different forms. Players will skillfully switch between these three forms while exploring five worlds on an epic 10-hour campaign to defeat the Skeleton Queen.",6.8,E10+,TicToc Games,"Action, Platformer, 2D"
Awesomenauts Assemble!,PlayStation 4,"March 4, 2014",74,"Awesomenauts Assemble! is an online arena game that has two teams of 3 players facing off in battle. The game plays as a classic 2D platformer, but contains all the modern trappings of the genre. Such as a diverse cast of classes, an extensive upgrade system and powerful turrets and creeps.",7.0,T,"Abstraction Games, Ronimo Games","Strategy, Real-Time, MOBA"
SuperHyperCube,PlayStation 4,"October 13, 2016",74,"Floating through a warm and analog virtual world, you must rotate a cluster of cubes to narrowly fit through an endless stream of form-fitting walls.  Surrounded by glowing light and gorgeous color, your awareness focuses on the cluster slowly growing before you, and the ever-changing passages that lie ahead. [Playstation.com]",6.1,E,KOKOROMI,"Puzzle, General"
Castlevania Anniversary Collection,PlayStation 4,"May 16, 2019",74,"Classics that defined the Castlevania series.

This KONAMI Castlevania Collection is designed to be a collection around the origins of the historic franchise.
Included is a unique eBook that has details provided by developers, artists and other inspired by the Castlevania legacy.
Released as part of the KONAMI 50th Anniversary celebration, now the best time to relive these timeless classics that helped define the platformer genre. 

Game List:

Castlevania (1987/US, 1988/EU)
Enter At Your Own Risk! If you think it's scary on the outside, wait till you see the basement.
You're in for the longest night of your life. Ghosts, goblins, demons, wolves, bats creatures lurking around every corner. Better pick up a weapon or two, because when you finally meet the Count, you know he'll be going for the jugular. 

Castlevania Simon's Quest1988/US, 1990/EU) NES
This title tells the tale of Simon's subsequent adventures following the events in Castlevania.
Unlike the previous installment, this one was developed as an action RPG. It maintains the action elements of its predecessor but mainly focuses on exploration and puzzle solving within a far more expansive game world. 

Castlevania Dracula's Curse (1990/US, 1992/EU) NES
Led by the immortal Count Dracula, the greatest army of evil ever assembled is poised to bury mankind in a tomb of terror. Destroying His legions will be the supreme challenge for the mightiest warrior.
100 years before Simon Belmont's birth, Dracula is young at heart and it will take more than a stake to penetrate his evil. Luckily, you command the role of Trevor - Simon's forefather and the original vampire slayer. 

Super Castlevania (1991/US, 1992/EU) SNES
A century of Transylvanian tranquility is about to come to a shocking end. Once again the mortifying screams of helpless villagers shake the ground as they shrink from new horrors unleashed by the Duke of Darkness, Count Dracula. And this time he has a tombstone with your name on it, Simon Belmont. 

Castlevania The Adventure (1989/US, 1991/EU) GB
This is the first title in the series to be released on the Game Boy handheld game console.
The variety of power-ups available for the whip added depth to the strategy of the gameplay. 

Castlevania Belmont's Revenge (1991/US, 1992/EU) GB
Fifteen years after vanquishing the evil Count Dracula, Christopher Belmont now faces a vampire swearing vengeance. Drac's back. And he's turned your son, Soleil Belmont, into a deadly demon to do his dirty deeds. To rescue him from the Count's clutches, you must first track him down through four creep packed castles. 

Castlevania Bloodlines (1994) GEN
Unlike the medieval setting of the other titles, this installment takes place during World War I. It introduces new elements to the series, such as the ability to choose one of two characters when starting the game.
Huge bosses with dynamic, multi-jointed limbs that move erratically are just one of the many examples of the cutting-edge effects the game had for the time. 

Kid Dracula (1990/Japan exclusive) NES
With its laugh-inducing content and world full of gags, this spinoff is unlike anything else in the series. Players take control of Dracula's son (or so he says...), Kid Dracula, as he goes on a hilarious adventure filled with laughs that also satisfies as a full-fledged action game.",5.0,T,"Konami, M2","Miscellaneous, Compilation"
CastleStorm: Definitive Edition,PlayStation 4,"September 23, 2014",74,"CastleStorm features medieval ballista weaponry, allowing players to launch an assortment of explosive weapons including Morningstars, Apple Grenades, Homing Eagles, and even flying sheep to defeat an onslaught of enemies trying to capture your flag and destroy your castle. Deploy a fearsome ground attack of swordsmen, knights, and donkey riders in order to protect your castle games, and if all else fails, call upon powerful spells to help keep the enemy at bay.",6.1,T,Zen Studios,"Strategy, General"
Far Cry 4: Valley of the Yetis,PlayStation 4,"March 10, 2015",74,"Players must explore and survive a valley at the top of the Himalayas in Kyrat after Ajay’s helicopter crashes and leaves him stranded on a dangerous ridge. In order to stay alive, players must capture a camp for shelter and guard it from a mysterious cult. But even if successful against the cult, they must keep a lookout for the fabled and extremely dangerous yetis that populate the territory. [Ubisoft]",7.1,M,Ubisoft Montreal,"Action, Shooter, First-Person, Arcade"
